country,year,sex,age,suicides/100k pop,gdp_per_capita ($),generation,GDP_for_year ($),log_rate
12,2000,0,5,15.68,24592,1,1681718565,2.814210397
12,2000,0,1,9.69,24592,2,1681718565,2.369308725
12,2000,0,0,6.21,24592,2,1681718565,1.975468951
12,2000,1,3,0.64,24592,4,1681718565,0.494696242
12,2000,0,3,0.17,24592,4,1681718565,0.157003749
12,2001,1,5,62.94,24494,5,1618767400,4.157945144
12,2001,1,2,44.99,24494,0,1618767400,3.828423982
12,2001,1,4,37.55,24494,5,1618767400,3.6519561
12,2001,1,1,33.31,24494,2,1618767400,3.535436857
12,2001,1,0,18.68,24494,4,1618767400,2.979602892
12,2001,0,5,17.33,24494,5,1618767400,2.908539062
12,2001,0,2,16.59,24494,0,1618767400,2.867330559
12,2001,0,4,14.48,24494,5,1618767400,2.739548868
12,2001,0,1,7.86,24494,2,1618767400,2.181546765
12,2001,0,0,5.71,24494,4,1618767400,1.903598951
12,2001,1,3,1.11,24494,4,1618767400,0.746687947
12,2001,0,3,0.67,24494,4,1618767400,0.512823626
12,2002,1,5,61.64,26526,5,1162398905,4.137404052
12,2002,1,2,41.5,26526,0,1162398905,3.749504076
12,2002,1,4,35.23,26526,5,1162398905,3.589887505
12,2002,1,1,33.15,26526,2,1162398905,3.530762586
12,2002,0,4,17.22,26526,5,1162398905,2.902519892
12,2002,1,0,16.88,26526,4,1162398905,2.88368277
12,2002,0,2,16.1,26526,0,1162398905,2.839078464
12,2002,0,5,13.03,26526,5,1162398905,2.641197894
12,2002,0,1,8.38,26526,2,1162398905,2.238579763
12,2002,0,0,3.91,26526,4,1162398905,1.591273942
12,2002,0,3,0.5,26526,4,1162398905,0.405465108
12,2002,1,3,0.32,26526,4,1162398905,0.277631737
12,2003,1,5,61.93,32538,5,1175241766,4.142022998
12,2003,1,2,44.47,32538,0,1175241766,3.817052768
12,2003,1,4,32.69,32538,5,1175241766,3.517201057
12,2003,1,1,31.47,32538,2,1175241766,3.480316586
12,2003,1,0,19.01,32538,4,1175241766,2.996232149
12,2003,0,4,15.5,32538,5,1175241766,2.803360381
12,2003,0,2,14.45,32538,0,1175241766,2.737609003
12,2003,0,5,11.64,32538,5,1175241766,2.536866389
12,2003,0,1,9.31,32538,2,1175241766,2.333114298
12,2003,0,0,6.32,32538,4,1175241766,1.990610328
12,2003,1,3,1.27,32538,4,1175241766,0.819779831
12,2003,0,3,0.67,32538,4,1175241766,0.512823626
12,2004,1,5,52.7,37661,5,1517838618,3.983413002
12,2004,1,2,40.05,37661,0,1517838618,3.714790836
12,2004,1,4,34.11,37661,5,1517838618,3.55848599
12,2004,1,1,29.44,37661,2,1517838618,3.415757533
12,2004,1,0,19.42,37661,4,1517838618,3.016514813
12,2004,0,2,15.64,37661,0,1517838618,2.811809435
12,2004,0,4,13.28,37661,5,1517838618,2.658859957
12,2004,0,5,12.37,37661,5,1517838618,2.593013391
12,2004,0,1,8.05,37661,2,1517838618,2.202764758
12,2004,0,0,4.52,37661,4,1517838618,1.70837786
12,2004,0,3,1,37661,4,1517838618,0.693147181
12,2004,1,3,0.48,37661,4,1517838618,0.392042088
12,2005,1,5,55.13,39124,5,818693889,4.027670429
12,2005,1,2,41.49,39124,0,818693889,3.749268754
12,2005,1,4,36.34,39124,5,818693889,3.620065138
12,2005,1,1,28.18,39124,2,818693889,3.373483543
12,2005,0,4,15.63,39124,5,818693889,2.811208293
12,2005,0,2,15.49,39124,0,818693889,2.802754137
12,2005,1,0,15.28,39124,4,818693889,2.789937361
12,2005,0,5,12.83,39124,5,818693889,2.626840146
12,2005,0,1,7.05,39124,2,818693889,2.085672091
12,2005,0,0,4.17,39124,4,818693889,1.642872689
12,2005,1,3,0.16,39124,4,818693889,0.148420005
12,2005,0,3,0,39124,4,818693889,0
12,2006,1,5,44.39,41135,5,1791304722,3.815291816
12,2006,1,2,39.51,41135,0,1791304722,3.701548857
12,2006,1,4,32.34,41135,5,1791304722,3.506757877
12,2006,1,1,31.47,41135,2,1791304722,3.480316586
12,2006,0,4,15,41135,5,1791304722,2.772588722
12,2006,0,2,14.95,41135,0,1791304722,2.769458829
12,2006,1,0,13.32,41135,4,1791304722,2.661657162
12,2006,0,5,11.62,41135,5,1791304722,2.535282857
12,2006,0,1,7.34,41135,2,1791304722,2.121063216
12,2006,0,0,4.29,41135,4,1791304722,1.665818246
12,2006,0,3,0.51,41135,4,1791304722,0.412109651
12,2006,1,3,0.16,41135,4,1791304722,0.148420005
12,2007,1,5,49.17,47040,5,625296620,3.915417238
12,2007,1,2,36.87,47040,0,625296620,3.634159242
12,2007,1,4,29.52,47040,5,625296620,3.418382206
12,2007,1,1,25.23,47040,2,625296620,3.266903794
12,2007,0,2,15.06,47040,0,625296620,2.776331709
12,2007,0,4,14.79,47040,5,625296620,2.759376828
12,2007,1,0,13.97,47040,4,625296620,2.706048198
12,2007,0,5,13.48,47040,5,625296620,2.672768387
12,2007,0,1,5.87,47040,2,625296620,1.927164106
12,2007,0,0,3.46,47040,4,625296620,1.495148766
12,2007,1,3,0.98,47040,3,625296620,0.683096845
12,2007,0,3,0.17,47040,3,625296620,0.157003749
12,2008,1,5,50.97,51345,5,1065145643,3.950666629
12,2008,1,2,41.18,51345,0,1065145643,3.741946175
12,2008,1,4,32.11,51345,5,1065145643,3.499835352
12,2008,1,1,25.59,51345,2,1065145643,3.280535205
12,2008,1,0,16.74,51345,4,1065145643,2.875821977
12,2008,0,2,14.56,51345,0,1065145643,2.744703519
12,2008,0,4,14.55,51345,5,1065145643,2.744060639
12,2008,0,5,12.01,51345,5,1065145643,2.565718293
12,2008,0,1,6.72,51345,2,1065145643,2.043814364
12,2008,0,0,5.77,51345,4,1065145643,1.912501087
12,2008,0,3,0.85,51345,3,1065145643,0.615185639
12,2008,1,3,0.49,51345,3,1065145643,0.39877612
12,2009,1,5,49.46,47630,5,778512006,3.921180943
12,2009,1,2,40.92,47630,0,778512006,3.73576304
12,2009,1,4,34.02,47630,5,778512006,3.555919327
12,2009,1,1,26.05,47630,2,778512006,3.297687005
12,2009,0,4,15.42,47630,5,778512006,2.798500104
12,2009,0,2,14.8,47630,0,778512006,2.76000994
12,2009,1,0,13.6,47630,4,778512006,2.681021529
12,2009,0,5,9.96,47630,5,778512006,2.394252282
12,2009,0,1,7.53,47630,2,778512006,2.143589362
12,2009,0,0,5.26,47630,4,778512006,1.834180185
12,2009,0,3,0.68,47630,3,778512006,0.518793793
12,2009,1,3,0.65,47630,3,778512006,0.500775288
12,2010,1,5,51.69,47355,5,1783273251,3.964425684
12,2010,1,2,39.45,47355,2,1783273251,3.700066644
12,2010,1,4,32.82,47355,5,1783273251,3.521052343
12,2010,1,1,26.42,47355,2,1783273251,3.311272674
12,2010,0,2,15.7,47355,2,1783273251,2.815408719
12,2010,0,4,14.96,47355,5,1783273251,2.770085592
12,2010,1,0,14.77,47355,4,1783273251,2.758109401
12,2010,0,5,10.74,47355,5,1783273251,2.463001814
12,2010,0,1,7.21,47355,2,1783273251,2.105352923
12,2010,0,0,4.94,47355,4,1783273251,1.781709133
12,2010,1,3,1.14,47355,3,1783273251,0.760805829
12,2010,0,3,0.34,47355,3,1783273251,0.292669614
12,2011,1,5,54.26,50893,5,1272523521,4.012049319
12,2011,1,2,38.22,50893,2,1272523521,3.669186821
12,2011,1,4,36.9,50893,0,1272523521,3.634951112
12,2011,1,1,22.77,50893,4,1272523521,3.168424281
12,2011,1,0,16.11,50893,4,1272523521,2.839663088
12,2011,0,2,15.91,50893,2,1272523521,2.827905163
12,2011,0,4,15.73,50893,0,1272523521,2.817203515
12,2011,0,5,11.29,50893,5,1272523521,2.508785924
12,2011,0,1,8.48,50893,4,1272523521,2.249184316
12,2011,0,0,6.24,50893,4,1272523521,1.979621206
12,2011,1,3,0.8,50893,3,1272523521,0.587786665
12,2011,0,3,0,50893,3,1272523521,0
12,2012,1,5,51.74,47678,5,331989767,3.965374181
12,2012,1,2,38.85,47678,2,331989767,3.685122405
12,2012,1,4,33.85,47678,0,331989767,3.551053137
12,2012,1,1,26.69,47678,4,331989767,3.321071337
12,2012,0,4,15.65,47678,0,331989767,2.812410216
12,2012,1,0,14.68,47678,4,331989767,2.752386015
12,2012,0,2,13.99,47678,2,331989767,2.707383312
12,2012,0,5,10.17,47678,5,331989767,2.413231613
12,2012,0,1,6.29,47678,4,331989767,1.986503546
12,2012,0,0,4.24,47678,4,331989767,1.656321498
12,2012,0,3,0.5,47678,3,331989767,0.405465108
12,2012,1,3,0.48,47678,3,331989767,0.392042088
12,2013,1,5,48.3,49489,5,1234426137,3.897924081
12,2013,1,2,36.01,49489,2,1234426137,3.611188146
12,2013,1,4,30.9,49489,0,1234426137,3.46260601
12,2013,1,1,21.81,49489,4,1234426137,3.127199036
12,2013,0,2,13.91,49489,2,1234426137,2.702032129
12,2013,0,4,13.75,49489,0,1234426137,2.691243083
12,2013,1,0,13.4,49489,4,1234426137,2.667228207
12,2013,0,5,12.05,49489,5,1234426137,2.568788134
12,2013,0,1,6.51,49489,4,1234426137,2.016235466
12,2013,0,0,4.11,49489,4,1234426137,1.631199404
12,2013,1,3,0.47,49489,3,1234426137,0.385262401
12,2013,0,3,0.33,49489,3,1234426137,0.285178942
12,2014,1,5,48.22,50173,5,1804967070,3.896300045
12,2014,1,2,33.69,50173,2,1804967070,3.546451461
12,2014,1,4,30.85,50173,0,1804967070,3.461037382
12,2014,1,1,23.05,50173,4,1804967070,3.180134997
12,2014,0,2,15,50173,2,1804967070,2.772588722
12,2014,0,4,14.27,50173,0,1804967070,2.725890119
12,2014,0,5,13.51,50173,5,1804967070,2.674838067
12,2014,1,0,12.58,50173,4,1804967070,2.608598122
12,2014,0,1,5.93,50173,4,1804967070,1.935859813
12,2014,0,0,4.13,50173,4,1804967070,1.635105659
12,2014,1,3,0.62,50173,3,1804967070,0.482426149
12,2014,0,3,0,50173,3,1804967070,0
12,2015,1,5,45.06,42830,5,226970243,3.829944894
12,2015,1,2,33.74,42830,2,226970243,3.547891761
12,2015,1,4,29.41,42830,0,226970243,3.414771502
12,2015,1,1,22.09,42830,4,226970243,3.139399623
12,2015,0,2,14.4,42830,2,226970243,2.734367509
12,2015,0,5,14.12,42830,5,226970243,2.716018371
12,2015,0,4,13.94,42830,0,226970243,2.70404218
12,2015,1,0,13.84,42830,4,226970243,2.697326238
12,2015,0,1,6.2,42830,4,226970243,1.974081026
12,2015,0,0,3.23,42830,4,226970243,1.442201993
12,2015,0,3,0.32,42830,3,226970243,0.277631737
12,2015,1,3,0.31,42830,3,226970243,0.270027137
13,1986,1,1,8.26,1552,0,227850000,2.225704049
13,1986,0,0,5.62,1552,2,227850000,1.89009537
13,1986,1,0,5.49,1552,2,227850000,1.870262531
13,1986,0,1,0,1552,0,227850000,0
13,1986,0,2,0,1552,5,227850000,0
13,1986,0,3,0,1552,2,227850000,0
13,1986,0,4,0,1552,1,227850000,0
13,1986,0,5,0,1552,1,227850000,0
13,1986,1,2,0,1552,5,227850000,0
13,1986,1,3,0,1552,2,227850000,0
13,1986,1,4,0,1552,1,227850000,0
13,1986,1,5,0,1552,1,227850000,0
13,1987,1,1,16.93,1920,0,276550000,2.886475288
13,1987,1,2,9.21,1920,5,276550000,2.323367632
13,1987,1,0,5.27,1920,2,276550000,1.835776355
13,1987,0,0,0,1920,2,276550000,0
13,1987,0,1,0,1920,0,276550000,0
13,1987,0,2,0,1920,5,276550000,0
13,1987,0,3,0,1920,2,276550000,0
13,1987,0,4,0,1920,1,276550000,0
13,1987,0,5,0,1920,1,276550000,0
13,1987,1,3,0,1920,2,276550000,0
13,1987,1,4,0,1920,1,276550000,0
13,1987,1,5,0,1920,1,276550000,0
13,1989,1,0,5.16,2372,2,363150000,1.818076778
13,1989,0,0,0,2372,2,363150000,0
13,1989,0,1,0,2372,0,363150000,0
13,1989,0,2,0,2372,5,363150000,0
13,1989,0,3,0,2372,2,363150000,0
13,1989,0,4,0,2372,1,363150000,0
13,1989,0,5,0,2372,1,363150000,0
13,1989,1,1,0,2372,0,363150000,0
13,1989,1,2,0,2372,5,363150000,0
13,1989,1,3,0,2372,2,363150000,0
13,1989,1,4,0,2372,1,363150000,0
13,1989,1,5,0,2372,1,363150000,0
13,1990,1,4,15.87,2614,1,413050000,2.825536897
13,1990,1,2,8.85,2614,5,413050000,2.287471455
13,1990,0,0,4.98,2614,2,413050000,1.788420568
13,1990,0,1,0,2614,0,413050000,0
13,1990,0,2,0,2614,5,413050000,0
13,1990,0,3,0,2614,2,413050000,0
13,1990,0,4,0,2614,1,413050000,0
13,1990,0,5,0,2614,1,413050000,0
13,1990,1,0,0,2614,2,413050000,0
13,1990,1,1,0,2614,0,413050000,0
13,1990,1,3,0,2614,2,413050000,0
13,1990,1,5,0,2614,1,413050000,0
13,1991,1,4,15.38,2742,5,444720750,2.796061078
13,1991,1,2,8.55,2742,0,444720750,2.256541154
13,1991,0,0,0,2742,2,444720750,0
13,1991,0,1,0,2742,0,444720750,0
13,1991,0,2,0,2742,0,444720750,0
13,1991,0,3,0,2742,4,444720750,0
13,1991,0,4,0,2742,5,444720750,0
13,1991,0,5,0,2742,1,444720750,0
13,1991,1,0,0,2742,2,444720750,0
13,1991,1,1,0,2742,0,444720750,0
13,1991,1,3,0,2742,4,444720750,0
13,1991,1,5,0,2742,1,444720750,0
13,1993,1,1,6.49,3278,0,559858250,2.013568798
13,1993,0,0,0,3278,2,559858250,0
13,1993,0,1,0,3278,0,559858250,0
13,1993,0,2,0,3278,0,559858250,0
13,1993,0,3,0,3278,4,559858250,0
13,1993,0,4,0,3278,5,559858250,0
13,1993,0,5,0,3278,1,559858250,0
13,1993,1,0,0,3278,2,559858250,0
13,1993,1,2,0,3278,0,559858250,0
13,1993,1,3,0,3278,4,559858250,0
13,1993,1,4,0,3278,5,559858250,0
13,1993,1,5,0,3278,1,559858250,0
13,1994,1,5,64.14,3399,1,580863700,4.1765388
13,1994,0,5,52.3,3399,1,580863700,3.975936331
13,1994,1,2,20.27,3399,0,580863700,3.057297629
13,1994,1,4,14.87,3399,5,580863700,2.764430535
13,1994,1,1,13.15,3399,0,580863700,2.649714624
13,1994,0,0,0,3399,2,580863700,0
13,1994,0,1,0,3399,0,580863700,0
13,1994,0,2,0,3399,0,580863700,0
13,1994,0,3,0,3399,4,580863700,0
13,1994,0,4,0,3399,5,580863700,0
13,1994,1,0,0,3399,2,580863700,0
13,1994,1,3,0,3399,4,580863700,0
13,1995,1,5,62.5,3436,1,620140400,4.151039906
13,1995,1,1,24.24,3436,2,620140400,3.228430038
13,1995,1,2,21.43,3436,0,620140400,3.110399349
13,1995,1,0,17.02,3436,2,620140400,2.891482252
13,1995,1,4,14.49,3436,5,620140400,2.740194654
13,1995,0,0,4.29,3436,2,620140400,1.665818246
13,1995,0,1,0,3436,2,620140400,0
13,1995,0,2,0,3436,0,620140400,0
13,1995,0,3,0,3436,4,620140400,0
13,1995,0,4,0,3436,5,620140400,0
13,1995,0,5,0,3436,1,620140400,0
13,1995,1,3,0,3436,4,620140400,0
13,1996,1,4,28.69,3545,5,641383800,3.390810289
13,1996,1,0,14.05,3545,2,641383800,2.711377991
13,1996,1,2,12.14,3545,0,641383800,2.575661013
13,1996,1,1,6.41,3545,2,641383800,2.002830439
13,1996,0,0,0,3545,2,641383800,0
13,1996,0,1,0,3545,2,641383800,0
13,1996,0,2,0,3545,0,641383800,0
13,1996,0,3,0,3545,4,641383800,0
13,1996,0,4,0,3545,5,641383800,0
13,1996,0,5,0,3545,1,641383800,0
13,1996,1,3,0,3545,4,641383800,0
13,1996,1,5,0,3545,1,641383800,0
13,1997,1,2,5.77,3487,0,654314350,1.912501087
13,1997,0,0,0,3487,2,654314350,0
13,1997,0,1,0,3487,2,654314350,0
13,1997,0,2,0,3487,0,654314350,0
13,1997,0,3,0,3487,4,654314350,0
13,1997,0,4,0,3487,5,654314350,0
13,1997,0,5,0,3487,1,654314350,0
13,1997,1,0,0,3487,2,654314350,0
13,1997,1,1,0,3487,2,654314350,0
13,1997,1,3,0,3487,4,654314350,0
13,1997,1,4,0,3487,5,654314350,0
13,1997,1,5,0,3487,1,654314350,0
13,1998,1,4,28,3531,5,688992450,3.36729583
13,1998,1,1,23.27,3531,2,688992450,3.18924102
13,1998,1,2,16.46,3531,0,688992450,2.85991255
13,1998,1,0,8.42,3531,2,688992450,2.242835089
13,1998,0,2,5.63,3531,0,688992450,1.891604804
13,1998,0,0,0,3531,2,688992450,0
13,1998,0,1,0,3531,2,688992450,0
13,1998,0,3,0,3531,4,688992450,0
13,1998,0,4,0,3531,5,688992450,0
13,1998,0,5,0,3531,1,688992450,0
13,1998,1,3,0,3531,4,688992450,0
13,1998,1,5,0,3531,1,688992450,0
13,1999,1,0,32.43,3615,2,732732350,3.5094537
13,1999,1,2,26.25,3615,0,732732350,3.305053521
13,1999,1,1,21.83,3615,2,732732350,3.128075461
13,1999,1,3,3.21,3615,4,732732350,1.437462648
13,1999,0,0,0,3615,2,732732350,0
13,1999,0,1,0,3615,2,732732350,0
13,1999,0,2,0,3615,0,732732350,0
13,1999,0,3,0,3615,4,732732350,0
13,1999,0,4,0,3615,5,732732350,0
13,1999,0,5,0,3615,1,732732350,0
13,1999,1,4,0,3615,5,732732350,0
13,1999,1,5,0,3615,1,732732350,0
13,2000,1,5,62.77,3960,1,832072450,4.15528286
13,2000,1,4,27.23,3960,5,832072450,3.340385242
13,2000,1,1,20.48,3960,2,832072450,3.06712227
13,2000,1,2,20.19,3960,0,832072450,3.053529372
13,2000,1,0,11.83,3960,2,832072450,2.551786179
13,2000,0,2,10.3,3960,0,832072450,2.424802726
13,2000,0,0,8,3960,2,832072450,2.197224577
13,2000,0,1,0,3960,2,832072450,0
13,2000,0,3,0,3960,4,832072450,0
13,2000,0,4,0,3960,5,832072450,0
13,2000,0,5,0,3960,1,832072450,0
13,2000,1,3,0,3960,4,832072450,0
13,2001,1,5,61.46,4013,5,871860600,4.134526352
13,2001,1,1,34.12,4013,2,871860600,3.558770769
13,2001,1,0,19.18,4013,4,871860600,3.004692015
13,2001,1,2,14.47,4013,0,871860600,2.738902665
13,2001,1,4,13.64,4013,5,871860600,2.683757509
13,2001,0,1,4.94,4013,2,871860600,1.781709133
13,2001,0,0,3.89,4013,4,871860600,1.587192303
13,2001,0,2,0,4013,0,871860600,0
13,2001,0,3,0,4013,4,871860600,0
13,2001,0,4,0,4013,5,871860600,0
13,2001,0,5,0,4013,5,871860600,0
13,2001,1,3,0,4013,4,871860600,0
13,2002,1,2,27.6,4161,0,932551850,3.353406718
13,2002,1,4,13.66,4161,5,932551850,2.685122696
13,2002,0,2,9.35,4161,0,932551850,2.33698652
13,2002,0,0,7.58,4161,4,932551850,2.149433913
13,2002,1,1,4.68,4161,2,932551850,1.736951233
13,2002,1,0,3.74,4161,4,932551850,1.556037136
13,2002,0,3,3.01,4161,4,932551850,1.388791241
13,2002,0,1,0,4161,2,932551850,0
13,2002,0,4,0,4161,5,932551850,0
13,2002,0,5,0,4161,5,932551850,0
13,2002,1,3,0,4161,4,932551850,0
13,2002,1,5,0,4161,5,932551850,0
13,2003,1,4,13.68,4289,5,990374050,2.686486023
13,2003,1,1,13.63,4289,2,990374050,2.683074215
13,2003,1,2,8.74,4289,0,990374050,2.276241118
13,2003,0,0,7.39,4289,4,990374050,2.12704052
13,2003,0,1,4.6,4289,2,990374050,1.722766598
13,2003,0,2,4.44,4289,0,990374050,1.693779061
13,2003,1,0,3.64,4289,4,990374050,1.534714366
13,2003,1,3,2.88,4289,4,990374050,1.355835154
13,2003,0,3,0,4289,4,990374050,0
13,2003,0,4,0,4289,5,990374050,0
13,2003,0,5,0,4289,5,990374050,0
13,2003,1,5,0,4289,5,990374050,0
13,2004,1,4,41.01,4449,5,1057845500,3.737907685
13,2004,1,0,24.84,4449,4,1057845500,3.251923679
13,2004,1,2,20.66,4449,0,1057845500,3.075467242
13,2004,1,1,17.73,4449,2,1057845500,2.930126516
13,2004,0,4,13.14,4449,5,1057845500,2.64900766
13,2004,0,0,0,4449,4,1057845500,0
13,2004,0,1,0,4449,2,1057845500,0
13,2004,0,2,0,4449,0,1057845500,0
13,2004,0,3,0,4449,4,1057845500,0
13,2004,0,5,0,4449,5,1057845500,0
13,2004,1,3,0,4449,4,1057845500,0
13,2004,1,5,0,4449,5,1057845500,0
13,2005,1,1,21.68,4547,2,1114222550,3.121483479
13,2005,1,0,10.38,4547,4,1114222550,2.431857429
13,2005,1,2,7.78,4547,0,1114222550,2.172476408
13,2005,0,0,3.51,4547,4,1114222550,1.506297154
13,2005,1,3,2.75,4547,4,1114222550,1.32175584
13,2005,0,1,0,4547,2,1114222550,0
13,2005,0,2,0,4547,0,1114222550,0
13,2005,0,3,0,4547,4,1114222550,0
13,2005,0,4,0,4547,5,1114222550,0
13,2005,0,5,0,4547,5,1114222550,0
13,2005,1,4,0,4547,5,1114222550,0
13,2005,1,5,0,4547,5,1114222550,0
13,2006,1,2,14.57,4815,0,1217467600,2.745345986
13,2006,1,0,10.18,4815,4,1217467600,2.414126468
13,2006,1,1,4.32,4815,2,1217467600,1.671473303
13,2006,0,0,3.41,4815,4,1217467600,1.483874689
13,2006,0,3,2.74,4815,4,1217467600,1.319085611
13,2006,1,3,2.7,4815,4,1217467600,1.30833282
13,2006,0,1,0,4815,2,1217467600,0
13,2006,0,2,0,4815,0,1217467600,0
13,2006,0,4,0,4815,5,1217467600,0
13,2006,0,5,0,4815,5,1217467600,0
13,2006,1,4,0,4815,5,1217467600,0
13,2006,1,5,0,4815,5,1217467600,0
13,2007,1,5,55.49,4951,5,1290573400,4.034063631
13,2007,1,2,6.88,4951,0,1290573400,2.064327904
13,2007,1,0,6.65,4951,4,1290573400,2.034705648
13,2007,0,2,3.49,4951,0,1290573400,1.501852702
13,2007,0,0,3.32,4951,4,1290573400,1.463255402
13,2007,1,3,2.66,4951,3,1290573400,1.297463147
13,2007,0,1,0,4951,2,1290573400,0
13,2007,0,3,0,4951,3,1290573400,0
13,2007,0,4,0,4951,5,1290573400,0
13,2007,0,5,0,4951,5,1290573400,0
13,2007,1,1,0,4951,2,1290573400,0
13,2007,1,4,0,4951,5,1290573400,0
13,2008,1,5,51.79,5098,5,1368625150,3.966321779
13,2008,1,2,19.67,5098,0,1368625150,3.028683374
13,2008,1,0,6.5,5098,4,1368625150,2.014903021
13,2008,1,1,4.26,5098,2,1368625150,1.660131027
13,2008,0,1,4.14,5098,2,1368625150,1.637053079
13,2008,0,0,0,5098,4,1368625150,0
13,2008,0,2,0,5098,0,1368625150,0
13,2008,0,3,0,5098,3,1368625150,0
13,2008,0,4,0,5098,5,1368625150,0
13,2008,0,5,0,5098,5,1368625150,0
13,2008,1,3,0,5098,3,1368625150,0
13,2008,1,4,0,5098,5,1368625150,0
13,2009,1,0,15.86,4841,4,1336957250,2.824943953
13,2009,1,1,12.65,4841,2,1336957250,2.613739522
13,2009,1,4,9.5,4841,5,1336957250,2.351375257
13,2009,0,0,9.41,4841,4,1336957250,2.342766883
13,2009,1,2,6.3,4841,0,1336957250,1.987874348
13,2009,0,1,4.04,4841,2,1336957250,1.617406082
13,2009,0,2,0,4841,0,1336957250,0
13,2009,0,3,0,4841,3,1336957250,0
13,2009,0,4,0,4841,5,1336957250,0
13,2009,0,5,0,4841,5,1336957250,0
13,2009,1,3,0,4841,3,1336957250,0
13,2009,1,5,0,4841,5,1336957250,0
13,2010,1,4,17.31,4923,5,1397113450,2.907447359
13,2010,1,1,16.63,4923,2,1397113450,2.869601996
13,2010,1,2,15.27,4923,2,1397113450,2.789322921
13,2010,1,0,6.18,4923,4,1397113450,1.971299383
13,2010,0,2,6.09,4923,2,1397113450,1.958685341
13,2010,0,0,0,4923,4,1397113450,0
13,2010,0,1,0,4923,2,1397113450,0
13,2010,0,3,0,4923,3,1397113450,0
13,2010,0,4,0,4923,5,1397113450,0
13,2010,0,5,0,4923,5,1397113450,0
13,2010,1,3,0,4923,3,1397113450,0
13,2010,1,5,0,4923,5,1397113450,0
13,2011,1,5,43.42,5098,5,1487005600,3.793689818
13,2011,1,1,36.11,5098,4,1487005600,3.613886475
13,2011,1,0,26.93,5098,4,1487005600,3.32970138
13,2011,1,2,23.68,5098,2,1487005600,3.205993199
13,2011,0,0,11.85,5098,4,1487005600,2.553343811
13,2011,1,4,8.38,5098,0,1487005600,2.238579763
13,2011,0,2,2.93,5098,2,1487005600,1.368639426
13,2011,0,1,0,5098,4,1487005600,0
13,2011,0,3,0,5098,3,1487005600,0
13,2011,0,4,0,5098,0,1487005600,0
13,2011,0,5,0,5098,5,1487005600,0
13,2011,1,3,0,5098,3,1487005600,0
13,2012,1,4,24.31,5264,0,1573670250,3.231199575
13,2012,1,1,23.21,5264,4,1573670250,3.186765771
13,2012,1,2,17.25,5264,2,1573670250,2.90416508
13,2012,0,0,5.77,5264,4,1573670250,1.912501087
13,2012,1,0,2.91,5264,4,1573670250,1.363537374
13,2012,0,1,0,5264,4,1573670250,0
13,2012,0,2,0,5264,2,1573670250,0
13,2012,0,3,0,5264,3,1573670250,0
13,2012,0,4,0,5264,0,1573670250,0
13,2012,0,5,0,5264,5,1573670250,0
13,2012,1,3,0,5264,3,1573670250,0
13,2012,1,5,0,5264,5,1573670250,0
13,2013,1,2,19.56,5272,2,1612573850,3.023347441
13,2013,1,1,14.9,5272,4,1612573850,2.766319109
13,2013,1,0,11.32,5272,4,1612573850,2.511223958
13,2013,1,4,7.81,5272,0,1612573850,2.17588744
13,2013,0,0,2.81,5272,4,1612573850,1.337629189
13,2013,0,1,0,5272,4,1612573850,0
13,2013,0,2,0,5272,2,1612573850,0
13,2013,0,3,0,5272,3,1612573850,0
13,2013,0,4,0,5272,0,1612573850,0
13,2013,0,5,0,5272,5,1612573850,0
13,2013,1,3,0,5272,3,1612573850,0
13,2013,1,5,0,5272,5,1612573850,0
13,2014,1,4,29.96,5448,0,1703951050,3.432696049
13,2014,1,1,25.1,5448,4,1703951050,3.261935314
13,2014,1,2,13.58,5448,2,1703951050,2.679650727
13,2014,1,0,5.53,5448,4,1703951050,1.876406943
13,2014,0,0,5.5,5448,4,1703951050,1.871802177
13,2014,0,3,5.22,5448,3,1703951050,1.827769907
13,2014,0,1,3.41,5448,4,1703951050,1.483874689
13,2014,0,2,2.65,5448,2,1703951050,1.294727168
13,2014,0,4,0,5448,0,1703951050,0
13,2014,0,5,0,5448,5,1703951050,0
13,2014,1,3,0,5448,3,1703951050,0
13,2014,1,5,0,5448,5,1703951050,0
13,2015,1,5,44.17,5561,5,1778567600,3.81043315
13,2015,1,1,31.08,5561,4,1778567600,3.468232783
13,2015,1,4,21.43,5561,0,1778567600,3.110399349
13,2015,1,2,10.56,5561,2,1778567600,2.447550863
13,2015,1,3,7.68,5561,3,1778567600,2.161021529
13,2015,0,4,7.33,5561,0,1778567600,2.119863456
13,2015,1,0,5.41,5561,4,1778567600,1.857859271
13,2015,0,2,5.11,5561,2,1778567600,1.809926773
13,2015,0,0,2.69,5561,4,1778567600,1.305626458
13,2015,0,1,0,5561,4,1778567600,0
13,2015,0,3,0,5561,3,1778567600,0
13,2015,0,5,0,5561,5,1778567600,0
14,2011,1,4,0.55,5076,0,1464854677,0.438254931
14,2011,1,1,0.4,5076,4,1464854677,0.336472237
14,2011,1,2,0.36,5076,2,1464854677,0.3074847
14,2011,0,0,0,5076,4,1464854677,0
14,2011,0,1,0,5076,4,1464854677,0
14,2011,0,2,0,5076,2,1464854677,0
14,2011,0,3,0,5076,3,1464854677,0
14,2011,0,4,0,5076,0,1464854677,0
14,2011,0,5,0,5076,5,1464854677,0
14,2011,1,0,0,5076,4,1464854677,0
14,2011,1,3,0,5076,3,1464854677,0
14,2011,1,5,0,5076,5,1464854677,0
