country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_per_capita ($),generation,GDP_for_year ($)
10,1985,0,2,0,24000,0,6137,5,1417575550
10,1985,0,3,0,24000,0,6137,2,1417575550
10,1985,0,4,0,19000,0,6137,1,1417575550
10,1985,0,5,0,7000,0,6137,1,1417575550
10,1985,1,0,0,26000,0,6137,2,1417575550
10,1985,1,2,0,20000,0,6137,5,1417575550
10,1985,1,3,0,24000,0,6137,2,1417575550
10,1986,1,2,4,20000,20,6720,5,1556321742
10,1986,1,0,2,26200,7.63,6720,2,1556321742
10,1986,0,1,1,22000,4.55,6720,0,1556321742
10,1986,1,1,1,22000,4.55,6720,0,1556321742
10,1986,0,0,0,26200,0,6720,2,1556321742
10,1986,0,2,0,24000,0,6720,5,1556321742
10,1986,0,3,0,24100,0,6720,2,1556321742
10,1986,0,4,0,19000,0,6720,1,1556321742
10,1986,0,5,0,7000,0,6720,1,1556321742
10,1986,1,3,0,24100,0,6720,2,1556321742
10,1986,1,4,0,13000,0,6720,1,1556321742
10,1986,1,5,0,4000,0,6720,1,1556321742
10,1987,0,2,2,24400,8.2,7333,5,1713771321
10,1987,1,4,1,13000,7.69,7333,1,1713771321
10,1987,1,2,1,20200,4.95,7333,5,1713771321
10,1987,1,1,1,22200,4.5,7333,0,1713771321
10,1987,1,3,1,24300,4.12,7333,2,1713771321
10,1987,0,0,0,26400,0,7333,2,1713771321
10,1987,0,1,0,22200,0,7333,0,1713771321
10,1987,0,3,0,24300,0,7333,2,1713771321
10,1987,0,4,0,19300,0,7333,1,1713771321
10,1987,0,5,0,7000,0,7333,1,1713771321
10,1987,1,0,0,26400,0,7333,2,1713771321
10,1987,1,5,0,4000,0,7333,1,1713771321
10,1988,1,1,5,22400,22.32,7763,0,1822815594
10,1988,1,2,3,20400,14.71,7763,5,1822815594
10,1988,1,4,1,13100,7.63,7763,1,1822815594
10,1988,1,0,2,26400,7.58,7763,2,1822815594
10,1988,0,4,1,19400,5.15,7763,1,1822815594
10,1988,0,0,0,26400,0,7763,2,1822815594
10,1988,0,1,0,22400,0,7763,0,1822815594
10,1988,0,2,0,24400,0,7763,5,1822815594
10,1988,0,3,0,24400,0,7763,2,1822815594
10,1988,0,5,0,7100,0,7763,1,1822815594
10,1988,1,3,0,24400,0,7763,2,1822815594
10,1988,1,5,0,4000,0,7763,1,1822815594
10,1989,1,2,6,23000,26.09,8541,5,2015731029
10,1989,1,4,2,14000,14.29,8541,1,2015731029
10,1989,1,0,3,25000,12,8541,2,2015731029
10,1989,0,1,2,23000,8.7,8541,0,2015731029
10,1989,0,0,2,24000,8.33,8541,2,2015731029
10,1989,1,1,1,24000,4.17,8541,0,2015731029
10,1989,0,2,0,26000,0,8541,5,2015731029
10,1989,0,3,0,22000,0,8541,2,2015731029
10,1989,0,4,0,20000,0,8541,1,2015731029
10,1989,0,5,0,8000,0,8541,1,2015731029
10,1989,1,3,0,22000,0,8541,2,2015731029
10,1989,1,5,0,5000,0,8541,1,2015731029
10,1990,1,5,3,5000,60,8537,1,2023318252
10,1990,1,2,5,24000,20.83,8537,5,2023318252
10,1990,1,4,2,13000,15.38,8537,1,2023318252
10,1990,1,1,2,24000,8.33,8537,0,2023318252
10,1990,0,2,2,26000,7.69,8537,5,2023318252
10,1990,0,4,1,20000,5,8537,1,2023318252
10,1990,1,0,1,25000,4,8537,2,2023318252
10,1990,0,0,0,24000,0,8537,2,2023318252
10,1990,0,1,0,23000,0,8537,0,2023318252
10,1990,0,3,0,22000,0,8537,2,2023318252
10,1990,0,5,0,9000,0,8537,1,2023318252
10,1990,1,3,0,22000,0,8537,2,2023318252
10,1991,1,2,5,25000,20,8469,0,2007109829
10,1991,1,1,4,23000,17.39,8469,0,2007109829
10,1991,0,4,3,20000,15,8469,5,2007109829
10,1991,1,0,3,24000,12.5,8469,2,2007109829
10,1991,1,4,1,13000,7.69,8469,5,2007109829
10,1991,0,1,1,23000,4.35,8469,0,2007109829
10,1991,0,0,0,24000,0,8469,2,2007109829
10,1991,0,2,0,28000,0,8469,0,2007109829
10,1991,0,3,0,20000,0,8469,4,2007109829
10,1991,0,5,0,9000,0,8469,1,2007109829
10,1991,1,3,0,22000,0,8469,4,2007109829
10,1991,1,5,0,6000,0,8469,1,2007109829
10,1992,1,2,5,26000,19.23,8129,0,1950900000
10,1992,1,1,4,23000,17.39,8129,0,1950900000
10,1992,1,4,2,14000,14.29,8129,5,1950900000
10,1992,0,4,1,20000,5,8129,5,1950900000
10,1992,0,1,1,24000,4.17,8129,0,1950900000
10,1992,0,2,1,29000,3.45,8129,0,1950900000
10,1992,0,0,0,24000,0,8129,2,1950900000
10,1992,0,3,0,20000,0,8129,4,1950900000
10,1992,0,5,0,9000,0,8129,1,1950900000
10,1992,1,0,0,24000,0,8129,2,1950900000
10,1992,1,3,0,21000,0,8129,4,1950900000
10,1992,1,5,0,6000,0,8129,1,1950900000
10,1993,1,4,3,13700,21.9,8540,5,2046189032
10,1993,1,0,5,23400,21.37,8540,2,2046189032
10,1993,1,5,1,5300,18.87,8540,1,2046189032
10,1993,1,1,3,23900,12.55,8540,0,2046189032
10,1993,1,2,3,27400,10.95,8540,0,2046189032
10,1993,0,4,1,18900,5.29,8540,5,2046189032
10,1993,0,0,0,22900,0,8540,2,2046189032
10,1993,0,1,0,23100,0,8540,0,2046189032
10,1993,0,2,0,29600,0,8540,0,2046189032
10,1993,0,3,0,20700,0,8540,4,2046189032
10,1993,0,5,0,9600,0,8540,1,2046189032
10,1993,1,3,0,21100,0,8540,4,2046189032
10,1994,1,4,3,13500,22.22,8953,5,2143672114
10,1994,1,2,5,28600,17.48,8953,0,2143672114
10,1994,0,4,2,18800,10.64,8953,5,2143672114
10,1994,1,3,1,21100,4.74,8953,4,2143672114
10,1994,0,1,1,22900,4.37,8953,0,2143672114
10,1994,1,0,1,22900,4.37,8953,2,2143672114
10,1994,0,2,1,30700,3.26,8953,0,2143672114
10,1994,0,0,0,22500,0,8953,2,2143672114
10,1994,0,3,0,20500,0,8953,4,2143672114
10,1994,0,5,0,9700,0,8953,1,2143672114
10,1994,1,1,0,23800,0,8953,0,2143672114
10,1994,1,5,0,5300,0,8953,1,2143672114
10,1995,1,1,7,23600,29.66,9378,2,2032997426
10,1995,1,2,3,30000,10,9378,0,2032997426
10,1995,0,0,2,22000,9.09,9378,2,2032997426
10,1995,1,4,1,13400,7.46,9378,5,2032997426
10,1995,0,2,2,31800,6.29,9378,0,2032997426
10,1995,0,4,1,18700,5.35,9378,5,2032997426
10,1995,1,0,1,22500,4.44,9378,2,2032997426
10,1995,0,1,0,22700,0,9378,2,2032997426
10,1995,0,3,0,20400,0,9378,4,2032997426
10,1995,0,5,0,9800,0,9378,1,2032997426
10,1995,1,3,0,21000,0,9378,4,2032997426
10,1995,1,5,0,5300,0,9378,1,2032997426
10,2000,1,1,4,20974,19.07,12430,2,1173467296
10,2000,1,2,3,37000,8.11,12430,0,1173467296
10,2000,1,0,1,20032,4.99,12430,2,1173467296
10,2000,0,2,2,40354,4.96,12430,0,1173467296
10,2000,0,0,0,19594,0,12430,2,1173467296
10,2000,0,1,0,21656,0,12430,2,1173467296
10,2000,0,3,0,19999,0,12430,4,1173467296
10,2000,0,4,0,20755,0,12430,5,1173467296
10,2000,0,5,0,8653,0,12430,1,1173467296
10,2000,1,3,0,20504,0,12430,4,1173467296
10,2000,1,4,0,16361,0,12430,5,1173467296
10,2000,1,5,0,5251,0,12430,1,1173467296
10,2001,1,4,1,16682,5.99,12348,5,1178317296
10,2001,1,2,1,37608,2.66,12348,0,1178317296
10,2001,0,0,0,19589,0,12348,4,1178317296
10,2001,0,1,0,21392,0,12348,2,1178317296
10,2001,0,2,0,41070,0,12348,0,1178317296
10,2001,0,3,0,19856,0,12348,4,1178317296
10,2001,0,4,0,20967,0,12348,5,1178317296
10,2001,0,5,0,8830,0,12348,5,1178317296
10,2001,1,0,0,19949,0,12348,4,1178317296
10,2001,1,1,0,20762,0,12348,2,1178317296
10,2001,1,3,0,20312,0,12348,4,1178317296
10,2001,1,5,0,5389,0,12348,5,1178317296
10,2002,0,0,0,19595,0,12511,4,1125367296
10,2002,0,1,0,21133,0,12511,2,1125367296
10,2002,0,2,0,41563,0,12511,0,1125367296
10,2002,0,3,0,19674,0,12511,4,1125367296
10,2002,0,4,0,21258,0,12511,5,1125367296
10,2002,0,5,0,9003,0,12511,5,1125367296
10,2002,1,0,0,19863,0,12511,4,1125367296
10,2002,1,1,0,20535,0,12511,2,1125367296
10,2002,1,2,0,38009,0,12511,0,1125367296
10,2002,1,3,0,20106,0,12511,4,1125367296
10,2002,1,4,0,17104,0,12511,5,1125367296
10,2002,1,5,0,5510,0,12511,5,1125367296
10,2003,0,0,0,19594,0,12887,4,1020117296
10,2003,0,1,0,20882,0,12887,2,1020117296
10,2003,0,2,0,41911,0,12887,0,1020117296
10,2003,0,3,0,19479,0,12887,4,1020117296
10,2003,0,4,0,21643,0,12887,5,1020117296
10,2003,0,5,0,9139,0,12887,5,1020117296
10,2003,1,0,0,19769,0,12887,4,1020117296
10,2003,1,1,0,20309,0,12887,2,1020117296
10,2003,1,2,0,38276,0,12887,0,1020117296
10,2003,1,3,0,19901,0,12887,4,1020117296
10,2003,1,4,0,17621,0,12887,5,1020117296
10,2003,1,5,0,5598,0,12887,5,1020117296
10,2004,1,2,3,38511,7.79,13786,0,780617296
10,2004,0,0,0,19566,0,13786,4,780617296
10,2004,0,1,0,20656,0,13786,2,780617296
10,2004,0,2,0,42213,0,13786,0,780617296
10,2004,0,3,0,19280,0,13786,4,780617296
10,2004,0,4,0,22134,0,13786,5,780617296
10,2004,0,5,0,9237,0,13786,5,780617296
10,2004,1,0,0,19657,0,13786,4,780617296
10,2004,1,1,0,20092,0,13786,2,780617296
10,2004,1,3,0,19715,0,13786,4,780617296
10,2004,1,4,0,18209,0,13786,5,780617296
10,2004,1,5,0,5655,0,13786,5,780617296
10,2005,1,2,1,38767,2.58,15230,0,397667296
10,2005,0,0,0,19501,0,15230,4,397667296
10,2005,0,1,0,20457,0,15230,2,397667296
10,2005,0,2,0,42518,0,15230,0,397667296
10,2005,0,3,0,19101,0,15230,4,397667296
10,2005,0,4,0,22723,0,15230,5,397667296
10,2005,0,5,0,9297,0,15230,5,397667296
10,2005,1,0,0,19524,0,15230,4,397667296
10,2005,1,1,0,19893,0,15230,2,397667296
10,2005,1,3,0,19569,0,15230,4,397667296
10,2005,1,4,0,18856,0,15230,5,397667296
10,2005,1,5,0,5683,0,15230,5,397667296
10,2006,1,5,1,5792,17.27,16531,5,48367296
10,2006,1,2,5,38972,12.83,16531,0,48367296
10,2006,1,1,2,19677,10.16,16531,2,48367296
10,2006,1,4,1,19527,5.12,16531,5,48367296
10,2006,0,0,0,19383,0,16531,4,48367296
10,2006,0,1,0,20256,0,16531,2,48367296
10,2006,0,2,0,42772,0,16531,0,48367296
10,2006,0,3,0,18922,0,16531,4,48367296
10,2006,0,4,0,23361,0,16531,5,48367296
10,2006,0,5,0,9430,0,16531,5,48367296
10,2006,1,0,0,19356,0,16531,4,48367296
10,2006,1,3,0,19435,0,16531,4,48367296
10,2007,0,0,0,19237,0,17528,4,228782704
10,2007,0,1,0,20074,0,17528,2,228782704
10,2007,0,2,0,43042,0,17528,0,228782704
10,2007,0,3,0,18772,0,17528,3,228782704
10,2007,0,4,0,24071,0,17528,5,228782704
10,2007,0,5,0,9551,0,17528,5,228782704
10,2007,1,0,0,19188,0,17528,4,228782704
10,2007,1,1,0,19468,0,17528,2,228782704
10,2007,1,2,0,39190,0,17528,0,228782704
10,2007,1,3,0,19359,0,17528,3,228782704
10,2007,1,4,0,20249,0,17528,5,228782704
10,2007,1,5,0,5882,0,17528,5,228782704
10,2008,0,2,1,43278,2.31,17760,0,312332704
10,2008,0,0,0,19070,0,17760,4,312332704
10,2008,0,1,0,19912,0,17760,2,312332704
10,2008,0,3,0,18667,0,17760,3,312332704
10,2008,0,4,0,24852,0,17760,5,312332704
10,2008,0,5,0,9658,0,17760,5,312332704
10,2008,1,0,0,19029,0,17760,4,312332704
10,2008,1,1,0,19259,0,17760,2,312332704
10,2008,1,2,0,39368,0,17760,0,312332704
10,2008,1,3,0,19341,0,17760,3,312332704
10,2008,1,4,0,21022,0,17760,5,312332704
10,2008,1,5,0,5958,0,17760,5,312332704
10,2009,1,5,1,6022,16.61,17007,5,139082704
10,2009,1,2,3,39442,7.61,17007,0,139082704
10,2009,1,4,1,21837,4.58,17007,5,139082704
10,2009,0,0,0,18898,0,17007,4,139082704
10,2009,0,1,0,19762,0,17007,2,139082704
10,2009,0,2,0,43400,0,17007,0,139082704
10,2009,0,3,0,18606,0,17007,3,139082704
10,2009,0,4,0,25695,0,17007,5,139082704
10,2009,0,5,0,9752,0,17007,5,139082704
10,2009,1,0,0,18881,0,17007,4,139082704
10,2009,1,1,0,19044,0,17007,2,139082704
10,2009,1,3,0,19379,0,17007,3,139082704
10,2010,1,2,3,39379,7.62,17034,2,166682704
10,2010,0,0,0,18739,0,17034,4,166682704
10,2010,0,1,0,19612,0,17034,2,166682704
10,2010,0,2,0,43369,0,17034,2,166682704
10,2010,0,3,0,18590,0,17034,3,166682704
10,2010,0,4,0,26589,0,17034,5,166682704
10,2010,0,5,0,9853,0,17034,5,166682704
10,2010,1,0,0,18747,0,17034,4,166682704
10,2010,1,1,0,18826,0,17034,2,166682704
10,2010,1,3,0,19462,0,17034,3,166682704
10,2010,1,4,0,22675,0,17034,5,166682704
10,2010,1,5,0,6086,0,17034,5,166682704
10,2011,0,0,0,18660,0,17708,4,365932704
10,2011,0,1,0,19511,0,17708,4,365932704
10,2011,0,2,0,43221,0,17708,2,365932704
10,2011,0,3,0,18501,0,17708,3,365932704
10,2011,0,4,0,27506,0,17708,0,365932704
10,2011,0,5,0,10011,0,17708,5,365932704
10,2011,1,0,0,18668,0,17708,4,365932704
10,2011,1,1,0,18675,0,17708,4,365932704
10,2011,1,2,0,39290,0,17708,2,365932704
10,2011,1,3,0,19431,0,17708,3,365932704
10,2011,1,4,0,23496,0,17708,0,365932704
10,2011,1,5,0,6233,0,17708,5,365932704
10,2012,0,0,0,18575,0,17620,4,361382704
10,2012,0,1,0,19421,0,17620,4,361382704
10,2012,0,2,0,42921,0,17620,2,361382704
10,2012,0,3,0,18436,0,17620,3,361382704
10,2012,0,4,0,28473,0,17620,0,361382704
10,2012,0,5,0,10166,0,17620,5,361382704
10,2012,1,0,0,18579,0,17620,4,361382704
10,2012,1,1,0,18523,0,17620,4,361382704
10,2012,1,2,0,39060,0,17620,2,361382704
10,2012,1,3,0,19402,0,17620,3,361382704
10,2012,1,4,0,24339,0,17620,0,361382704
10,2012,1,5,0,6375,0,17620,5,361382704
10,2013,0,0,0,18473,0,17395,4,317532704
10,2013,0,1,0,19336,0,17395,4,317532704
10,2013,0,2,0,42518,0,17395,2,317532704
10,2013,0,3,0,18384,0,17395,3,317532704
10,2013,0,4,0,29474,0,17395,0,317532704
10,2013,0,5,0,10306,0,17395,5,317532704
10,2013,1,0,0,18497,0,17395,4,317532704
10,2013,1,1,0,18365,0,17395,4,317532704
10,2013,1,2,0,38728,0,17395,2,317532704
10,2013,1,3,0,19376,0,17395,3,317532704
10,2013,1,4,0,25209,0,17395,0,317532704
10,2013,1,5,0,6499,0,17395,5,317532704
11,1990,1,2,729,1199400,60.78,2301,5,175163520
11,1990,1,4,363,714100,50.83,2301,1,175163520
11,1990,1,5,59,123400,47.81,2301,1,175163520
11,1990,1,1,359,844900,42.49,2301,0,175163520
11,1990,1,0,132,702900,18.78,2301,2,175163520
11,1990,0,5,61,339400,17.97,2301,1,175163520
11,1990,0,4,158,1101700,14.34,2301,1,175163520
11,1990,0,2,144,1284200,11.21,2301,5,175163520
11,1990,0,1,45,839200,5.36,2301,0,175163520
11,1990,0,0,24,706500,3.4,2301,2,175163520
11,1990,1,3,8,789500,1.01,2301,2,175163520
11,1990,0,3,3,763600,0.39,2301,2,175163520
11,1991,1,2,756,1217200,62.11,1899,0,820130816
11,1991,1,5,71,114800,61.85,1899,1,820130816
11,1991,1,4,401,747600,53.64,1899,5,820130816
11,1991,1,1,342,826400,41.38,1899,0,820130816
11,1991,0,5,72,325800,22.1,1899,1,820130816
11,1991,1,0,143,699100,20.45,1899,2,820130816
11,1991,0,4,175,1136700,15.4,1899,5,820130816
11,1991,0,2,121,1294600,9.35,1899,0,820130816
11,1991,0,1,42,823200,5.1,1899,0,820130816
11,1991,0,0,30,702100,4.27,1899,2,820130816
11,1991,1,3,14,807600,1.73,1899,4,820130816
11,1991,0,3,2,781100,0.26,1899,4,820130816
11,1992,1,2,845,1236700,68.33,1780,0,142832147
11,1992,1,4,459,774900,59.23,1780,5,142832147
11,1992,1,5,57,108800,52.39,1780,1,142832147
11,1992,1,1,397,812400,48.87,1780,0,142832147
11,1992,1,0,166,708800,23.42,1780,2,142832147
11,1992,0,5,68,314000,21.66,1780,1,142832147
11,1992,0,4,160,1171400,13.66,1780,5,142832147
11,1992,0,2,157,1309400,11.99,1780,0,142832147
11,1992,0,1,50,811300,6.16,1780,0,142832147
11,1992,0,0,31,708000,4.38,1780,2,142832147
11,1992,1,3,30,821500,3.65,1780,4,142832147
11,1992,0,3,4,793700,0.5,1780,4,142832147
11,1993,1,2,1072,1254600,85.45,1689,0,898877448
11,1993,1,4,577,792900,72.77,1689,5,898877448
11,1993,1,5,64,105900,60.43,1689,1,898877448
11,1993,1,1,454,789200,57.53,1689,0,898877448
11,1993,1,0,175,723100,24.2,1689,2,898877448
11,1993,0,5,64,310600,20.61,1689,1,898877448
11,1993,0,4,198,1193700,16.59,1689,5,898877448
11,1993,0,2,164,1323600,12.39,1689,0,898877448
11,1993,0,1,58,794600,7.3,1689,0,898877448
11,1993,0,0,37,713800,5.18,1689,2,898877448
11,1993,1,3,18,834500,2.16,1689,4,898877448
11,1993,0,3,4,804600,0.5,1689,4,898877448
11,1994,1,2,1156,1258800,91.83,1547,0,2047122281
11,1994,1,4,671,797700,84.12,1547,5,2047122281
11,1994,1,5,73,103700,70.4,1547,1,2047122281
11,1994,1,1,458,773000,59.25,1547,0,2047122281
11,1994,1,0,208,726000,28.65,1547,2,2047122281
11,1994,0,5,69,307500,22.44,1547,1,2047122281
11,1994,0,4,227,1206100,18.82,1547,5,2047122281
11,1994,0,2,177,1336000,13.25,1547,0,2047122281
11,1994,0,1,60,784400,7.65,1547,0,2047122281
11,1994,0,0,36,719700,5,1547,2,2047122281
11,1994,1,3,16,833400,1.92,1547,4,2047122281
11,1994,0,3,2,807600,0.25,1547,4,2047122281
11,1995,1,2,1222,1274300,95.9,1444,0,1087774953
11,1995,1,4,699,805300,86.8,1444,5,1087774953
11,1995,1,5,71,101000,70.3,1444,1,1087774953
11,1995,1,1,475,743800,63.86,1444,2,1087774953
11,1995,1,0,210,734800,28.58,1444,2,1087774953
11,1995,0,4,197,1220800,16.14,1444,5,1087774953
11,1995,0,5,49,304600,16.09,1444,1,1087774953
11,1995,0,2,181,1360000,13.31,1444,0,1087774953
11,1995,0,1,51,762300,6.69,1444,2,1087774953
11,1995,0,0,33,729900,4.52,1444,2,1087774953
11,1995,1,3,12,829500,1.45,1444,4,1087774953
11,1995,0,3,3,807300,0.37,1444,4,1087774953
11,1996,1,2,1391,1298200,107.15,1524,0,1871944266
11,1996,1,4,859,809000,106.18,1524,5,1871944266
11,1996,1,5,76,99700,76.23,1524,1,1871944266
11,1996,1,1,518,722500,71.7,1524,2,1871944266
11,1996,1,0,224,743800,30.12,1524,2,1871944266
11,1996,0,5,57,302400,18.85,1524,1,1871944266
11,1996,0,4,214,1226000,17.46,1524,5,1871944266
11,1996,0,2,170,1384800,12.28,1524,0,1871944266
11,1996,0,1,59,741800,7.95,1524,2,1871944266
11,1996,0,0,43,737300,5.83,1524,2,1871944266
11,1996,1,3,13,821700,1.58,1524,4,1871944266
11,1996,0,3,3,797600,0.38,1524,4,1871944266
11,1997,1,4,819,803300,101.95,1458,5,1243506678
11,1997,1,2,1326,1326100,99.99,1458,0,1243506678
11,1997,1,5,77,100500,76.62,1458,1,1243506678
11,1997,1,1,487,709000,68.69,1458,2,1243506678
11,1997,1,0,247,750600,32.91,1458,2,1243506678
11,1997,0,5,59,305000,19.34,1458,1,1243506678
11,1997,0,4,188,1218800,15.43,1458,5,1243506678
11,1997,0,2,188,1415500,13.28,1458,0,1243506678
11,1997,0,1,75,726900,10.32,1458,2,1243506678
11,1997,0,0,50,744100,6.72,1458,2,1243506678
11,1997,1,3,8,809000,0.99,1458,4,1243506678
11,1997,0,3,2,783300,0.26,1458,4,1243506678
11,1998,1,4,794,784600,101.2,1570,5,1957856524
11,1998,1,2,1320,1360700,97.01,1570,0,1957856524
11,1998,1,5,82,104000,78.85,1570,1,1957856524
11,1998,1,1,511,698900,73.11,1570,2,1957856524
11,1998,1,0,287,762700,37.63,1570,2,1957856524
11,1998,0,5,78,316400,24.65,1570,1,1957856524
11,1998,0,4,185,1191300,15.53,1570,5,1957856524
11,1998,0,2,192,1455000,13.2,1570,0,1957856524
11,1998,0,1,51,716200,7.12,1570,2,1957856524
11,1998,0,0,39,755800,5.16,1570,2,1957856524
11,1998,1,3,12,787800,1.52,1570,4,1957856524
11,1998,0,3,5,761400,0.66,1570,4,1957856524
11,1999,1,4,739,771900,95.74,1269,5,746415356
11,1999,1,5,91,106400,85.53,1269,1,746415356
11,1999,1,2,1178,1378000,85.49,1269,0,746415356
11,1999,1,1,550,692600,79.41,1269,2,746415356
11,1999,1,0,288,771500,37.33,1269,2,746415356
11,1999,0,5,66,318400,20.73,1269,1,746415356
11,1999,0,4,170,1157900,14.68,1269,5,746415356
11,1999,0,2,174,1465100,11.88,1269,0,746415356
11,1999,0,1,67,697900,9.6,1269,2,746415356
11,1999,0,0,48,741400,6.47,1269,2,746415356
11,1999,1,3,22,748500,2.94,1269,4,746415356
11,1999,0,3,4,713600,0.56,1269,4,746415356
11,2000,1,4,721,750602,96.06,1335,5,148045060
11,2000,1,2,1334,1403903,95.02,1335,0,148045060
11,2000,1,5,89,110565,80.5,1335,1,148045060
11,2000,1,1,508,688963,73.73,1335,2,148045060
11,2000,1,0,306,786483,38.91,1335,2,148045060
11,2000,0,5,67,331579,20.21,1335,1,148045060
11,2000,0,4,172,1125001,15.29,1335,5,148045060
11,2000,0,2,170,1497056,11.36,1335,0,148045060
11,2000,0,1,54,693860,7.78,1335,2,148045060
11,2000,0,0,36,754801,4.77,1335,2,148045060
11,2000,1,3,20,717646,2.79,1335,4,148045060
11,2000,0,3,6,683020,0.88,1335,4,148045060
11,2001,1,4,658,731902,89.9,1299,5,530081744
11,2001,1,2,1266,1423218,88.95,1299,0,530081744
11,2001,1,5,82,116090,70.63,1299,5,530081744
11,2001,1,1,477,687861,69.35,1299,2,530081744
11,2001,1,0,313,801574,39.05,1299,4,530081744
11,2001,0,5,73,346664,21.06,1299,5,530081744
11,2001,0,4,162,1094844,14.8,1299,5,530081744
11,2001,0,2,164,1522267,10.77,1299,0,530081744
11,2001,0,1,53,691653,7.66,1299,2,530081744
11,2001,0,0,36,768639,4.68,1299,4,530081744
11,2001,1,3,17,681448,2.49,1299,4,530081744
11,2001,0,3,2,647427,0.31,1299,4,530081744
11,2002,1,2,1263,1429098,88.38,1541,0,1709347135
11,2002,1,4,607,719837,84.32,1541,5,1709347135
11,2002,1,1,515,688769,74.77,1541,2,1709347135
11,2002,1,5,79,122862,64.3,1541,5,1709347135
11,2002,1,0,296,814826,36.33,1541,4,1709347135
11,2002,0,5,69,359673,19.18,1541,5,1709347135
11,2002,0,4,149,1076366,13.84,1541,5,1709347135
11,2002,0,2,191,1533648,12.45,1541,0,1709347135
11,2002,0,1,65,691146,9.4,1541,2,1709347135
11,2002,0,0,32,780846,4.1,1541,4,1709347135
11,2002,1,3,20,642277,3.11,1541,4,1709347135
11,2002,0,3,5,609886,0.82,1541,4,1709347135
11,2003,1,4,669,709699,94.27,1892,5,647922137
11,2003,1,2,1304,1427642,91.34,1892,0,647922137
11,2003,1,5,107,131935,81.1,1892,5,647922137
11,2003,1,1,540,691958,78.04,1892,2,647922137
11,2003,1,0,285,824213,34.58,1892,4,647922137
11,2003,0,5,78,374617,20.82,1892,5,647922137
11,2003,0,4,177,1062435,16.66,1892,5,647922137
11,2003,0,2,179,1536542,11.65,1892,0,647922137
11,2003,0,1,57,692961,8.23,1892,2,647922137
11,2003,0,0,46,789030,5.83,1892,4,647922137
11,2003,1,3,11,605243,1.82,1892,4,647922137
11,2003,0,3,3,574416,0.52,1892,4,647922137
11,2007,1,5,122,157647,77.39,4898,5,1967240442
11,2007,1,4,506,710519,71.22,4898,5,1967240442
11,2007,1,2,900,1399410,64.31,4898,0,1967240442
11,2007,1,1,405,723119,56.01,4898,2,1967240442
11,2007,1,0,261,801445,32.57,4898,4,1967240442
11,2007,0,5,70,424470,16.49,4898,5,1967240442
11,2007,0,4,127,1054993,12.04,4898,5,1967240442
11,2007,0,2,163,1518188,10.74,4898,0,1967240442
11,2007,0,1,56,711481,7.87,4898,2,1967240442
11,2007,0,0,37,768164,4.82,4898,4,1967240442
11,2007,1,3,9,500931,1.8,4898,3,1967240442
11,2007,0,3,3,474089,0.63,4898,3,1967240442
11,2008,1,5,131,159724,82.02,6601,5,633941002
11,2008,1,2,961,1395695,68.85,6601,0,633941002
11,2008,1,4,481,716132,67.17,6601,5,633941002
11,2008,1,1,375,737364,50.86,6601,2,633941002
11,2008,1,0,234,778552,30.06,6601,4,633941002
11,2008,0,5,63,432516,14.57,6601,5,633941002
11,2008,0,2,184,1514338,12.15,6601,0,633941002
11,2008,0,4,127,1059632,11.99,6601,5,633941002
11,2008,0,1,66,723117,9.13,6601,2,633941002
11,2008,0,0,29,745464,3.89,6601,4,633941002
11,2008,1,3,5,484885,1.03,6601,3,633941002
11,2008,0,3,2,458327,0.44,6601,3,633941002
11,2009,1,5,145,159050,91.17,5366,5,1964883554
11,2009,1,2,903,1390214,64.95,5366,0,1964883554
11,2009,1,4,466,726459,64.15,5366,5,1964883554
11,2009,1,1,445,754796,58.96,5366,2,1964883554
11,2009,1,0,270,749519,36.02,5366,4,1964883554
11,2009,0,5,74,434130,17.05,5366,5,1964883554
11,2009,0,4,144,1073032,13.42,5366,5,1964883554
11,2009,0,2,165,1507662,10.94,5366,0,1964883554
11,2009,0,1,74,737605,10.03,5366,2,1964883554
11,2009,0,0,45,716695,6.28,5366,4,1964883554
11,2009,1,3,9,473483,1.9,5366,3,1964883554
11,2009,0,3,3,447324,0.67,5366,3,1964883554
11,2010,1,5,115,158977,72.34,6371,5,1387915921
11,2010,1,2,869,1353782,64.19,6371,2,1387915921
11,2010,1,4,458,744533,61.52,6371,5,1387915921
11,2010,1,1,382,723856,52.77,6371,2,1387915921
11,2010,1,0,240,707657,33.91,6371,4,1387915921
11,2010,0,5,62,432426,14.34,6371,5,1387915921
11,2010,0,2,145,1483086,9.78,6371,2,1387915921
11,2010,0,1,60,715558,8.39,6371,2,1387915921
11,2010,0,4,83,1092687,7.6,6371,5,1387915921
11,2010,0,0,39,668827,5.83,6371,4,1387915921
11,2010,1,3,5,462298,1.08,6371,3,1387915921
11,2010,0,3,1,437506,0.23,6371,3,1387915921
11,2011,1,5,112,161762,69.24,6902,5,1628246801
11,2011,1,4,415,755610,54.92,6902,0,1628246801
11,2011,1,2,730,1342175,54.39,6902,2,1628246801
11,2011,1,1,340,736247,46.18,6902,4,1628246801
11,2011,1,0,185,676797,27.33,6902,4,1628246801
11,2011,0,5,69,441193,15.64,6902,5,1628246801
11,2011,0,2,141,1470135,9.59,6902,2,1628246801
11,2011,0,4,91,1104192,8.24,6902,0,1628246801
11,2011,0,1,42,724263,5.8,6902,4,1628246801
